token,count
"PAT (paroxysmal atrial tachycardia) (HHS-HCC)",3
"Severe malnutrition (HHS-HCC)",3
"Adjustment disorder with depressed mood",3
"Wound infection",3
"Genitourinary and Reproductive: Stage 5 chronic kidney disease on chronic dialysis",3
"Type 2 diabetes",3
"Gastrointestinal and Abdominal: Abnormal liver function test",3
"POTS (postural orthostatic tachycardia syndrome)",3
"Pes anserinus bursitis of left knee",3
"Other hydronephrosis",3
"Bladder tumor",3
"Musculoskeletal and Injuries: Tear of medial cartilage or meniscus of knee",3
"Knee stiff",3
"oral",3
"Alcohol withdrawal syndrome",3
"Pain in both lower legs",3
"Gallbladder sludge",3
"Chronic right-sided low back pain without sciatica",3
"Multiple sclerosis",3
"Musculoskeletal and Injuries: Trigger finger of left thumb",3
"Endocrine and Metabolic: Type 2 diabetes mellitus with both eyes affected by mild nonproliferative retinopathy without macular edema",3
"Genitourinary and Reproductive: Prostatism",3
"Cardiac and Vasculature: CHF (congestive heart failure)",3
"Fracture of ankle",3
"Skin: Chronic dermatitis",3
"Awareness of heart beat",3
"Genitourinary and Reproductive: Postmenopausal state",3
"Other: Body mass index (BMI) 30.0-30.9",3
"Disease of pericardium (HHS-HCC)",3
"Eye: Nuclear senile cataract of both eyes",3
"Trigger index finger of right hand",3
"Trigger finger of right thumb",3
"Musculoskeletal and Injuries: Knee osteoarthritis",3
"Other primary thrombophilia (HHS-HCC)",3
"Cardiac and Vasculature: Chronic combined systolic and diastolic congestive heart failure",3
"Amblyopia of right eye",3
"Hepatic steatosis",3
"Impairment of balance",3
"Endocrine and Metabolic: Metabolic syndrome X",3
"Endocrine and Metabolic: Hypogonadism",3
"Musculoskeletal and Injuries: Muscle weakness",3
"Senile osteopenia",3
"Degenerative cervical spinal stenosis",3
"Low hemoglobin",3
"P hysterectomy with oophorectomy",3
"Precordial chest pain",3
"Infectious Disease: COVID-19 long hauler",3
"Gastrointestinal and Abdominal: Crohn disease",3
"right ring finger",3
"Osteoarthritis of shoulder",3
"Severe aortic valve stenosis",3
"PSVT (paroxysmal supraventricular tachycardia) (HHS-HCC)",3
"Cryptogenic stroke",3
"Malignant hypertension",3
"P TAH-BSO (total abdominal hysterectomy and bilateral salpingo-oophorectomy)",3
"abuse",3
"Closed fracture of left wrist",3
"Carotid occlusion",3
"Capsulitis of toe of left foot",3
"Hematology and Neoplasia: Family history of colon cancer in father",3
"Ischemic heart disease",3
"MGD (meibomian gland dysfunction)",3
"Multi System Lupus Sarcoid: Other forms of systemic lupus erythematosus",3
"Congenital aortic insufficiency (HHS-HCC)",3
"Pulmonary emboli",3
"Other chronic allergic conjunctivitis",3
"Discussion about advance care planning held with family member",3
"Infectious Disease: Candidiasis of mouth",3
"Musculoskeletal and Injuries: Chronic midline low back pain",3
"Family History: Encounter for other preprocedural examination",3
"Viral syndrome",3
"lung",3
"Symptoms and Signs: Abnormal CT scan",3
"On home oxygen therapy",3
"in remission (CMS-hcc)",3
"Skin: Multiple actinic keratoses",3
"Cardiac and Vasculature: Aortic root dilation (CMS-hcc)",3
"Cardiac and Vasculature: PAC (premature atrial contraction)",3
"Neuro: Chronic nonintractable headache",3
"Cardiac and Vasculature: Hypertriglyceridemia",3
"nontoxic",3
"multinodular",3
"Advance Directives and Health Issues: Marijuana smoker",3
"Folic acid deficiency",3
"Infectious Disease: MRSA (methicillin resistant Staphylococcus aureus) carrier",3
"Hematology and Neoplasia: Hodgkin lymphoma",3
"Cardiac and Vasculature: Heart failure with reduced ejection fraction",3
"Iliotibial band syndrome of right side",3
"Gastrointestinal and Abdominal: Hx of colonic polyp",3
"Sleep: Idiopathic sleep related nonobstructive alveolar hypoventilation",3
"History of gastric ulcer",3
"Diverticulosis large intestine w",3
"Cardiac and Vasculature: Thoracic aortic aneurysm",3
"Endocrine and Metabolic: Methylenetetrahydrofolate reductase deficiency (CMS-hcc)",3
"insulin dependent",3
"second degree",3
"stage III (moderate) (CMS-hcc)",3
"right side",3
"Gastroduodenitis",3
"Cardiac and Vasculature: Atherosclerosis",3
"Hematology and Neoplasia: BCC (basal cell carcinoma of skin)",3
"Hematology and Neoplasia: Malignant (primary) neoplasm",3
"Mental Health: Emotional upset",3
"Class 2 severe obesity due to excess calories with serious comorbidity and body mass index (BMI) of 35.0 to 35.9 in adult",3
"Cardiac and Vasculature: Abdominal aortic aneurysm (AAA) without rupture",3
"Neuro: Cerebral aneurysm",3
"Genitourinary and Reproductive: Dense breasts",3
"Eye: Blurry vision",3
"Choroidal nevus of left eye",3
"Musculoskeletal and Injuries: Gouty arthropathy",3
"Stenosis of external auditory canal",3
"Multi System Lupus Sarcoid: SLE (systemic lupus erythematosus related syndrome)",3
"Mental Health: Anxiousness",3
"History of EKG",3
"Hematology and Neoplasia: Malignant melanoma",3
"Trigeminal neuralgia of right side of face",3
"Coag and Thromboembolic: Superficial vein thrombosis",3
"Musculoskeletal and Injuries: Chest wall pain",3
"Hospital discharge follow-up",3
"Post-operative nausea and vomiting",3
"Genitourinary and Reproductive: Acute cystitis with hematuria",3
"Skin: Actinic keratoses",3
"Temporomandibular joint-pain-dysfunction syndrome",3
"Endocrine and Metabolic: Long term current use of systemic steroids",3
"Grief",3
"Family History: Depression screen",3
"Benign prostatic hyperplasia with urinary hesitancy",3
"Arthritis of hip",3
"Symptoms and Signs: Abnormal finding of blood chemistry",3
"Fibroid",3
"Bony exostosis",3
"Pulmonary and Pneumonias: Reactive airway disease without complication (HHS-HCC)",3
"Itching",3
"P exploratory laparotomy",3
"Ascites",3
"ENT: Closed fracture of nasal bone",3
"Gastrointestinal and Abdominal: Oropharyngeal dysphagia",3
"Endocrine and Metabolic: Class 1 obesity due to excess calories without serious comorbidity with body mass index (BMI) of 32.0 to 32.9 in adult",3
"History of CHF (congestive heart failure)",3
"Helicobacter pylori gastrointestinal tract infection",3
"Toxicities and Envenomations: Agent orange exposure",3
"Status post transcatheter aortic valve replacement (TAVR) using bioprosthesis",3
"ENT: Acute non-recurrent maxillary sinusitis",3
"Arteriosclerotic heart disease (ASHD)",3
"Diabetic macular edema",3
"Infectious Disease: Infection of prosthetic left knee joint",3
"Chronic hepatitis C virus infection",3
"Benzodiazepine dependence",3
"Heart block AV third degree",3
"Chronic post-traumatic stress disorder (PTSD)",3
"P percutaneous transluminal coronary angioplasty",3
"Hyperplastic colonic polyp",3
"Disorder of thyroid gland",3
"Deep vein thrombosis (DVT) of distal vein of lower extremity",3
"Embolism and thrombosis of arteries of lower extremity",3
"Symptoms and Signs: Recurrent falls",3
"Hematology and Neoplasia: History of basal cell carcinoma (BCC)",3
"Cardiac and Vasculature: Atherosclerosis of native coronary artery with angina pectoris",3
"Musculoskeletal and Injuries: Acquired hammer toe of right foot",3
"2024",3
"History of bilateral knee replacement",3
"Post-menopausal",3
"Cervical dystonia",3
"non-hospice",3
"O: rheumatic fever",3
"Chronic coronary artery disease",3
"Lumbar disc herniation with radiculopathy",3
"Symptoms and Signs: Chest pain",3
"atypical",3
"Gastrointestinal and Abdominal: Adenomatous colon polyp",3
"Primary osteoarthritis of left ankle",3
"Acute urinary retention",3
"Endocrine and Metabolic: DM2 (diabetes mellitus",3
"Musculoskeletal and Injuries: Chronic right shoulder pain",3
"P cardiac pacemaker procedure",3
"Coag and Thromboembolic: Coagulation disorder (HHS-HCC)",3
"Horseshoe tear of retina of right eye without detachment",3
"Neuro: Dementia",3
"senile (CMS-HCC)",3
"Cardiac and Vasculature: MVP (mitral valve prolapse)",3
"Cardiac microvascular disease",3
"Cardiac and Vasculature: Stable angina (CMS-hcc)",3
"ENT: Acoustic neuroma",3
"Genitourinary and Reproductive: Post-menopause",3
"Blood loss anemia",3
"Neurocardiogenic syncope",3
"Gastrointestinal and Abdominal: Hiatal hernia with GERD and esophagitis",3
"Acute exacerbation of chronic obstructive pulmonary disease (COPD)",3
"Dyspepsia",3
"Schatzki's ring",3
"Encounter for preoperative assessment for noncoronary cardiac surgery",3
"Epigastric abdominal pain",3
"Intractable back pain",3
"Hematology and Neoplasia: Cancer of lung",3
"Tricuspid incompetence",3
"Cervical lymphadenopathy",3
"Endocrine and Metabolic: Bariatric surgery status",3
"Personal history of breast cancer",3
"Chronic bilateral thoracic back pain",3
"History of BPH",3
"Hematology and Neoplasia: Breast CA",3
"Endocrine and Metabolic: Low testosterone",3
"Pseudarthrosis after fusion or arthrodesis",3
"Musculoskeletal and Injuries: Osteopenia of left hip",3
"Hypermagnesemia",3
"Neuro: Brain aneurysm (HHS-HCC)",3
"History of DVT of lower extremity",3
"Cardiac and Vasculature: Chest discomfort",3
"right middle finger",3
"Gastrointestinal and Abdominal: Diverticulitis of colon",3
"Multi System Lupus Sarcoid: Polymyalgia (HHS-HCC)",3
"Inflammatory polyarthropathy",3
"Allergies and Adverse Reactions: Allergies",3
"P aortic dissection repair",3
"Fracture of femoral neck",3
"Other: Degeneration of intervertebral disc of lumbar region with discogenic back pain and lower extremity pain",3
"Barrett's esophagus with dysplasia",3
"Numbness",3
"Presence of left artificial knee joint",3
"Neuro: Transient global amnesia",3
"Severe tricuspid regurgitation",3
"Musculoskeletal and Injuries: Closed displaced fracture of right femoral neck",3
"Anasarca",3
"History of peptic ulcer disease",3
"Subjective visual disturbance",3
"Cardiac and Vasculature: Old myocardial infarction",3
"Hallux rigidus of left foot",3
"Symptoms and Signs: Paresthesias",3
"Chronic low back pain without sciatica",3
"Memory change",3
"Chronic narcotic use",3
"ENT: Vasomotor rhinitis",3
"P revision of total hip",3
"Myofascial pain",3
"Symptoms and Signs: Malaise and fatigue",3
"Musculoskeletal and Injuries: Leg weakness",3
"Symptoms and Signs: Mobility impaired",3
"Abnormal gait",3
"Dry eye",3
"IVCD (intraventricular conduction defect)",3
"Eye: Nuclear cataract of right eye",3
"Genitourinary and Reproductive: Breast pain",3
"Postmenopausal atrophic vaginitis",3
"Coronary atherosclerosis due to severely calcified coronary lesion",3
"Musculoskeletal and Injuries: Acute bilateral low back pain with bilateral sciatica",3
"Cardiac and Vasculature: CAD S",3
"P total knee replacement",3
"Senile ectropion of left lower eyelid",3
"Tobacco: Cigarette nicotine dependence",3
"Angina of effort",3
"Family History: Encounter for preoperative assessment",3
"Neuro: Status post lumbar surgery",3
"Musculoskeletal and Injuries: Chronic pain of both shoulders",3
"Genitourinary and Reproductive: Other microscopic hematuria",3
"Chromosomal and Congenital Misc: Gene mutation",3
"History of transient ischemic attack",3
"Genitourinary and Reproductive: Acute kidney injury superimposed on chronic kidney disease",3
"Cardiac and Vasculature: Coronary artery disease involving native heart",3
"Pain in right hand",3
"Esophageal stricture",3
"Ganglion cyst",3
"shoulder",3
"Weakness of left lower extremity",3
"Genitourinary and Reproductive: Hypertensive kidney disease",3
"Musculoskeletal and Injuries: Hammer toe",3
"Tobacco: Current smoker",3
"Stricture of esophagus",3
"Radiculopathy due to lumbar intervertebral disc disorder",3
"Advance Directives and Health Issues: Non compliance w medication regimen",3
"Family History: Routine health maintenance",3
"Chronic hepatitis C",3
"Hematology and Neoplasia: Normocytic normochromic anemia",3
"Cervical stenosis of spine",3
"Musculoskeletal and Injuries: Pain in lower limb",3
"Jaundice",3
"Ptosis of eyelid",3
"Displacement of cervical intervertebral disc without myelopathy",3
"Ulcerative colitis with complication",3
"Acute respiratory failure",3
"Colorectal polyps",3
"Multiple premature ventricular complexes",3
"Attention deficit hyperactivity disorder",3
"Peyronie's disease",3
"History of urinary retention",3
"primary",3
"Dissection of aorta",3
"Congenital insufficiency of aortic valve (HHS-HCC)",3
"Raynaud's phenomenon without gangrene",3
"Cardiac and Vasculature: Aortic valve regurgitation",3
"Cardiac and Vasculature: Atherosclerosis of native artery of extremity with intermittent claudication (CMS-hcc)",3
"Cardiac and Vasculature: Varicose veins of both lower extremities",3
"Infectious Disease: Thrush of mouth and esophagus",3
"Hypertensive heart and kidney disease with chronic diastolic congestive heart failure and stage 3b chronic kidney disease",3
"stage 3 (moderate) (CMS-HCC)",3
"Status post right hip replacement",3
"Infectious Disease: History of sepsis",3
"Cardiac and Vasculature: Peripheral artery disease (CMS-hcc)",3
"Hepatomegaly",3
"Chronic asthmatic bronchitis",3
"Gastrointestinal and Abdominal: Superior mesenteric artery stenosis (HHS-HCC)",3
"Physical deconditioning",3
"Incomplete right bundle branch block (RBBB)",3
"Eye: History of refractive surgery",3
"Dry eye syndrome of both eyes",3
"2020",3
"Renovascular hypertension",3
"Chronic diastolic HF (heart failure)",3
"Transient ischemic attack (TIA)",3
"Cardiac and Vasculature: ST elevation myocardial infarction involving left anterior descending (LAD) coronary artery",3
"Epiretinal membrane (ERM) of left eye",3
"Endocrine and Metabolic: Secondary hyperparathyroidism (HHS-HCC)",3
"Hypertensive heart disease with acute on chronic combined systolic and diastolic congestive heart failure",3
"Hematology and Neoplasia: History of malignant neoplasm of skin",3
"Mental Health: Adjustment disorder with anxiety",3
"Family history of lung cancer",3
"Dilation of aorta (CMS-hcc)",3
"Cardiovascular arteriosclerosis",3
"Advance Directives and Health Issues: Noncompliance with medications",3
"Esotropia",3
"alternating",3
"Pelvic pain",3
"Bladder diverticulum",3
"Tobacco: Dependence on nicotine from cigarettes",3
"Endocrine and Metabolic: Class 1 obesity due to excess calories with serious comorbidity and body mass index (BMI) of 32.0 to 32.9 in adult",3
"Acute right-sided low back pain without sciatica",3
"ENT: Leukoplakia of oral mucosa",3
"Type 2 diabetes mellitus with stage 2 chronic kidney disease",3
"Gastrointestinal and Abdominal: Diverticulosis of sigmoid colon",3
"Gastrointestinal and Abdominal: Crohn's disease",3
"ruptured",3
"Neuro: Post-op pain",3
"Eye: Wears glasses",3
"Balance problem",3
"Advance Directives and Health Issues: Marijuana user",3
"Gastrointestinal and Abdominal: Gastroenteritis",3
"Daytime somnolence",3
"Genitourinary and Reproductive: Renal calculi",3
"History of right breast cancer",3
"Tubular adenoma",3
"Macrocytosis without anemia",3
