token,matched_cause,icd_code,match_method,method,notes
Class 3 severe obesity due to excess calories with serious comorbidity and body mass index (BMI) of 45.0 to 49.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity due to excess calories with serious comorbidity and body mass index (BMI) of 50.0 to 59.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity due to excess calories with serious comorbidity in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity due to excess calories without serious comorbidity in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity due to excess calories without serious comorbidity with body mass index (BMI) of 40.0 to 44.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity with body mass index (BMI) of 40.0 to 44.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity with body mass index (BMI) of 45.0 to 49.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity with body mass index (BMI) of 50.0 to 59.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class 3 severe obesity with serious comorbidity and body mass index (BMI) of 40.0 to 44.9 in adult (CMS-HCC),4,COPD,llm_suggested,,
Class 3 severe obesity with serious comorbidity and body mass index (BMI) of 45.0 to 49.9 in adult (CMS-HCC),Obesity,E66,cause_name,,
Class I,,,none,,
class II,,,none,,
class II (CMS-hcc),,,none,,
Class II obesity,Obesity,E66,cause_name,,
Class III,,,none,,
class III (CMS-hcc),,,none,,
Claudication,,,none,,
Claudication in peripheral vascular disease (CMS-hcc),Peripheral Vascular Disease,I73,cause_name,,
Claudication of both lower extremities,,,none,,
Claudication of calf muscles,,,none,,
Claudication of left lower extremity,,,none,,
Claudication of lower extremity,,,none,,
Claudication of right lower extremity,,,none,,
Claustrophobia,,,none,,
Clavicle enlargement,,,none,,
CLL (chronic lymphocytic leukemia),,,none,,
CLL (chronic lymphocytic leukemia) complicated by bicytopen...,,,none,,
CLL (chronic lymphoid leukemia) suspected to be in relapse (CMS-hcc),,,none,,
closed,,,none,,
Closed 4-part fracture of proximal humerus,,,none,,
Closed avulsion fracture of anterior inferior iliac spine of pelvis,,,none,,
Closed Barton's fracture of right radius,,,none,,
Closed bimalleolar fracture of left ankle,,,none,,
Closed bimalleolar fracture of right ankle,,,none,,
Closed comminuted intra-articular fracture of distal femur (CMS-HCC),,,none,,
Closed compression fracture of L1 lumbar vertebra,,,none,,
Closed compression fracture of L2 lumbar vertebra,,,none,,
Closed compression fracture of L2 vertebra,,,none,,
Closed compression fracture of third lumbar vertebra,,,none,,
Closed compression fracture of thoracic vertebra,,,none,,
Closed dislocation of jaw,,,none,,
Closed dislocation of left acromioclavicular joint,,,none,,
Closed displaced comminuted fracture of shaft of humerus,,,none,,
Closed displaced fracture of acromial end of left clavicle with routine healing,,,none,,
Closed displaced fracture of coronoid process of right ulna with routine healing,,,none,,
Closed displaced fracture of fifth metatarsal bone of left foot with nonunion,,,none,,
Closed displaced fracture of fifth metatarsal bone of right foot with routine healing,,,none,,
Closed displaced fracture of first metatarsal bone of left foot,,,none,,
Closed displaced fracture of lateral malleolus of left fibula,,,none,,
Closed displaced fracture of lateral malleolus of left fibula with routine healing,,,none,,
Closed displaced fracture of left femoral neck,,,none,,
Closed displaced fracture of right femoral neck,,,none,,
Closed displaced fracture of styloid process of left radius with routine healing,,,none,,
Closed displaced fracture of surgical neck of humerus,,,none,,
Closed displaced spiral fracture of shaft of left femur,,,none,,
Closed fracture dislocation of joint of left shoulder girdle,,,none,,
Closed fracture nose,,,none,,
Closed fracture of 9th  rib of right side,,,none,,
Closed fracture of acromial process of left scapula,,,none,,
Closed fracture of ankle,,,none,,
Closed fracture of body of right scapula,,,none,,
Closed fracture of body of sternum with routine healing,,,none,,
Closed fracture of cuboid bone of foot,,,none,,
Closed fracture of distal end of left humerus with routine healing,,,none,,
Closed fracture of distal end of left radius,,,none,,
Closed fracture of distal end of left radius with routine healing,,,none,,
Closed fracture of distal end of right femur with routine healing,,,none,,
Closed fracture of distal end of right radius,,,none,,
Closed fracture of distal ends of left radius and ulna,,,none,,
Closed fracture of distal ends of left radius and ulna with malunion,,,none,,
Closed fracture of distal ends of left radius and ulna with routine healing,,,none,,
Closed fracture of dorsal (thoracic) vertebra,,,none,,
Closed fracture of fifth metatarsal bone,,,none,,
Closed fracture of fifth metatarsal bone of right foot,,,none,,
Closed fracture of first cervical vertebra with routine healing,,,none,,
Closed fracture of first lumbar vertebra,,,none,,
Closed fracture of head of radius,,,none,,
Closed fracture of head of right radius,,,none,,
Closed fracture of lateral malleolus of right fibula,,,none,,
Closed fracture of left clavicle,,,none,,
Closed fracture of left distal femur (CMS-HCC),,,none,,
Closed fracture of left elbow with routine healing,,,none,,
Closed fracture of left femur (CMS-HCC),,,none,,
Closed fracture of left hip,,,none,,
Closed fracture of left inferior pubic ramus,,,none,,
Closed fracture of left patella with routine healing,,,none,,
Closed fracture of left wrist,,,none,,
Closed fracture of lower end of left radius with delayed healing,,,none,,
Closed fracture of lower end of radius with ulna,,,none,,
Closed fracture of manubrium,,,none,,
Closed fracture of manubrium with routine healing,,,none,,
Closed fracture of medial plateau of left tibia,,,none,,
Closed fracture of multiple ribs of left side,,,none,,
Closed fracture of multiple ribs of left side with routine healing,,,none,,
Closed fracture of multiple ribs of right side,,,none,,
Closed fracture of multiple ribs of right side with routine healing,,,none,,
Closed fracture of nasal bone,,,none,,
Closed fracture of neck of left femur,,,none,,
Closed fracture of neck of left radius,,,none,,
Closed fracture of neck of metatarsal bone of right foot,,,none,,
Closed fracture of neck of right femur,,,none,,
Closed fracture of neck of right femur with routine healing,,,none,,
Closed fracture of neck of right radius with routine healing,,,none,,
Closed fracture of one rib,,,none,,
Closed fracture of one rib of left side,,,none,,
Closed fracture of one rib of left side with routine healing,,,none,,
Closed fracture of orbit (CMS-HCC),,,none,,
Closed fracture of phalanx of foot,,,none,,
Closed fracture of phalanx of left second toe,,,none,,
Closed fracture of proximal end of left humerus with routine healing,,,none,,
Closed fracture of proximal end of right ulna,,,none,,
Closed fracture of radius,,,none,,
Closed fracture of rib of left side,,,none,,
Closed fracture of right ankle,,,none,,
Closed fracture of right distal femur (CMS-HCC),,,none,,
Closed fracture of right distal radius,,,none,,
Closed fracture of right femur (CMS-HCC),,,none,,
Closed fracture of right femur with routine healing,,,none,,
Closed fracture of right hand,,,none,,
Closed fracture of right hip,,,none,,
Closed fracture of right lower extremity with routine healing,,,none,,
Closed fracture of right patella,,,none,,
Closed fracture of right tibial plateau,,,none,,
Closed fracture of right wrist,,,none,,
Closed fracture of sacrum with routine healing,,,none,,
Closed fracture of shaft of fibula,,,none,,
Closed fracture of shaft of humerus,,,none,,
Closed fracture of shaft of left tibia with nonunion,,,none,,
Closed fracture of shaft of right tibia with routine healing,,,none,,
Closed fracture of sixth cervical vertebra,,,none,,
Closed fracture of surgical neck of humerus,,,none,,
Closed fracture of surgical neck of right humerus,,,none,,
Closed fracture of talus of right foot,,,none,,
Closed fracture of third cervical vertebra,,,none,,
Closed fracture of tibia,,,none,,
Closed fracture of transverse process of cervical vertebra,,,none,,
Closed fracture of transverse process of lumbar vertebra,,,none,,
Closed fracture of transverse process of thoracic vertebra with routine healing,,,none,,
Closed head injury,,,none,,
Closed injury of head,,,none,,
Closed intertrochanteric fracture of left femur,,,none,,
Closed intertrochanteric fracture of right femur with routine healing,,,none,,
Closed L4 vertebral fracture,,,none,,
Closed nondisplaced facet fracture of seventh cervical vertebra (CMS-hcc),,,none,,
Closed nondisplaced fracture of body of left calcaneus with routine healing,,,none,,
Closed nondisplaced fracture of distal end of left radius,,,none,,
Closed nondisplaced fracture of distal phalanx of left great toe,,,none,,
Closed nondisplaced fracture of fifth metatarsal bone,,,none,,
Closed nondisplaced fracture of fifth metatarsal bone of right foot,,,none,,
Closed nondisplaced fracture of fifth metatarsal bone of right foot with delayed healing,,,none,,
Closed nondisplaced fracture of fifth metatarsal bone of right foot with routine healing,,,none,,
Closed nondisplaced fracture of fifth right metatarsal bone,,,none,,
Closed nondisplaced fracture of left patella,,,none,,
Closed nondisplaced fracture of medial malleolus of right tibia,,,none,,
Closed nondisplaced fracture of navicular bone of left foot,,,none,,
Closed nondisplaced fracture of navicular bone of left foot with nonunion,,,none,,
Closed nondisplaced fracture of neck of left radius,,,none,,
Closed nondisplaced fracture of neck of third metacarpal bone of right hand with routine healing,,,none,,
Closed nondisplaced fracture of posterior wall of right acetabulum with routine healing,,,none,,
Closed nondisplaced fracture of proximal phalanx of right little finger,,,none,,
Closed nondisplaced fracture of seventh cervical vertebra with routine healing,,,none,,
Closed nondisplaced fracture of surgical neck of left humerus with delayed healing,,,none,,
Closed nondisplaced intertrochanteric fracture of left femur,,,none,,
Closed pelvic ring fracture,,,none,,
Closed right hip fracture,,,none,,
Closed torus fracture of distal end of right fibula,,,none,,
Closed torus fracture of distal end of right fibula with routine healing,,,none,,
Closed traumatic dislocation of acromioclavicular joint,,,none,,
Closed trimalleolar fracture of ankle with high fibular fracture s,,,none,,
Closed volar Barton's fracture,,,none,,
Closed wedge compression fracture of fifth thoracic vertebra with routine healing,,,none,,
Closed wedge compression fracture of T8 vertebra,,,none,,
Closed wedge compression fracture of twelfth thoracic vertebra,,,none,,
Closed wedge fracture of thoracic vertebra,,,none,,
Clostridium difficile,,,none,,
Clostridium difficile toxin not detected,,,none,,
Clotted dialysis access,,,none,,
Clotted dialysis access (CMS-hcc),,,none,,
Clotted renal dialysis AV graft,,,none,,
Clotting disorder (HHS-HCC),,,none,,
Cloudy urine,,,none,,
Club foot of both lower extremities,,,none,,
CMC (carpometacarpal joint) sprains,,,none,,
CMC arthritis,,,none,,
CME (cystoid macular edema),,,none,,
CMV D-,,,none,,
CNVM (choroidal neovascular membrane),,,none,,
Coag and Thromboembolic: Abnormal coagulation profile,,,none,,
Coag and Thromboembolic: Acquired thrombocytopenia (CMS-hcc),,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of axillary vein of left upper extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of both lower extremities,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of both peroneal veins,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of brachial vein of right upper extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of calf muscle vein of left lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of distal vein of both lower extremities,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of distal vein of lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of femoral vein of left lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of femoral vein of right lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of left femoral vein,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of left lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of left peroneal vein,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of left upper extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of popliteal vein,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of popliteal vein of left lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of popliteal vein of right lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of proximal vein of right lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of right femoral vein,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of right lower extremity,,,none,,
Coag and Thromboembolic: Acute deep vein thrombosis (DVT) of right peroneal vein,,,none,,
Coag and Thromboembolic: Acute DVT,,,none,,
Coag and Thromboembolic: Acute embolism and thrombosis of left iliac vein,,,none,,
Coag and Thromboembolic: Acute on chronic thrombocytopenia,,,none,,
Coag and Thromboembolic: Acute on chronic thrombocytopenia (CMS-hcc),,,none,,
Coag and Thromboembolic: Acute pulmonary embolism,,,none,,
Coag and Thromboembolic: Acute pulmonary embolism with acute cor pulmonale,,,none,,
Coag and Thromboembolic: Acute pulmonary embolism without acute cor pulmonale,,,none,,
Coag and Thromboembolic: Acute saddle pulmonary embolism,,,none,,
Coag and Thromboembolic: Acute saddle pulmonary embolism with acute cor pulmonale,,,none,,
Coag and Thromboembolic: Acute superficial venous thrombosis of left lower extremity,,,none,,
Coag and Thromboembolic: Acute superficial venous thrombosis of lower extremity,,,none,,
Coag and Thromboembolic: Acute thrombosis of left upper extremity,,,none,,
Coag and Thromboembolic: Acute venous embolism and thrombosis of deep vessels of distal lower extremity (CMS-hcc) [453.42],,,none,,
Coag and Thromboembolic: Anti-phospholipid antibody syndrome (HHS-HCC),,,none,,
Coag and Thromboembolic: Anticardiolipin syndrome (HHS-HCC),,,none,,
Coag and Thromboembolic: Anticoagulant long-term use,,,none,,
Coag and Thromboembolic: Anticoagulated,,,none,,
Coag and Thromboembolic: Anticoagulated on Coumadin,,,none,,
Coag and Thromboembolic: Anticoagulated with warfarin,,,none,,
Coag and Thromboembolic: Anticoagulation monitoring,,,none,,
Coag and Thromboembolic: Antiphospholipid antibody syndrome (HHS-HCC),,,none,,
Coag and Thromboembolic: Antiphospholipid syndrome (HHS-HCC),,,none,,
Coag and Thromboembolic: Aortic thrombus,,,none,,
